206213316,12/9/2016,In Attendance
211989876,9/23/2016,Tardy
206213316,12/13/2016,In Attendance
206213316,12/14/2016,In Attendance
206213316,12/15/2016,In Attendance
206213316,12/19/2016,In Attendance
206213316,12/20/2016,In Attendance
216423962,9/23/2016,Tardy
206213316,12/22/2016,In Attendance
206213316,10/21/2016,In Attendance
206591950,2/22/2017,In Attendance
217531037,9/23/2016,Tardy
206591950,2/24/2017,Unexcused Absence
220012637,9/23/2016,Tardy
220076152,9/23/2016,Tardy
206591950,11/14/2016,Excused Absence
206591950,11/15/2016,In Attendance
206591950,11/16/2016,In Attendance
206591950,11/17/2016,In Attendance
206591950,11/18/2016,In Attendance
206591950,11/28/2016,In Attendance
206591950,11/29/2016,In Attendance
206591950,11/30/2016,In Attendance
206591950,12/1/2016,In Attendance
206591950,12/2/2016,In Attendance
206591950,12/5/2016,In Attendance
220190565,9/23/2016,Tardy
206591950,12/7/2016,In Attendance
206591950,12/8/2016,In Attendance
206591950,12/9/2016,In Attendance
221261506,9/23/2016,Tardy
221398134,9/23/2016,Tardy
206591950,12/14/2016,In Attendance
206591950,12/15/2016,In Attendance
206591950,12/16/2016,In Attendance
206591950,12/19/2016,In Attendance
206591950,12/20/2016,In Attendance
206591950,12/21/2016,In Attendance
206591950,12/22/2016,In Attendance
206591950,1/4/2017,In Attendance
206591950,1/5/2017,In Attendance
206591950,1/9/2017,Unexcused Absence
206591950,1/10/2017,Excused Absence
206591950,1/11/2017,Excused Absence
206591950,1/12/2017,In Attendance
206591950,1/13/2017,In Attendance
206591950,1/17/2017,In Attendance
206591950,1/18/2017,In Attendance
206591950,1/19/2017,In Attendance
206591950,1/23/2017,In Attendance
206591950,1/24/2017,In Attendance
206591950,1/25/2017,In Attendance
222602104,9/23/2016,Tardy
206591950,1/27/2017,In Attendance
206591950,1/30/2017,In Attendance
206591950,1/31/2017,In Attendance
206591950,2/1/2017,In Attendance
206591950,2/2/2017,In Attendance
206591950,2/3/2017,In Attendance
222656407,9/23/2016,Tardy
206591950,2/7/2017,In Attendance
206591950,2/8/2017,In Attendance
206591950,2/10/2017,In Attendance
222966491,9/23/2016,Tardy
228040580,9/23/2016,Tardy
206591950,2/15/2017,In Attendance
232145151,9/23/2016,Tardy
206591950,2/17/2017,In Attendance
206591950,2/28/2017,In Attendance
206591950,3/1/2017,In Attendance
206591950,3/2/2017,In Attendance
234896496,9/23/2016,Tardy
206591950,3/6/2017,In Attendance
206591950,3/7/2017,In Attendance
206591950,3/8/2017,In Attendance
206591950,3/9/2017,In Attendance
221040041,9/23/2016,Tardy
206591950,3/15/2017,In Attendance
206591950,3/16/2017,In Attendance
206591950,3/17/2017,In Attendance
206591950,3/21/2017,In Attendance
206591950,3/22/2017,In Attendance
206591950,3/23/2017,In Attendance
206591950,3/24/2017,In Attendance
206591950,3/27/2017,Excused Absence
206591950,3/28/2017,In Attendance
206591950,3/29/2017,In Attendance
206591950,3/30/2017,In Attendance
206591950,3/31/2017,In Attendance
206591950,4/3/2017,In Attendance
206591950,4/4/2017,In Attendance
206591950,4/5/2017,In Attendance
206591950,4/6/2017,In Attendance
206591950,4/7/2017,In Attendance
206591950,4/11/2017,In Attendance
234048551,9/23/2016,Tardy
206591950,4/13/2017,Excused Absence
206591950,4/18/2017,In Attendance
206591950,4/19/2017,In Attendance
206591950,4/20/2017,In Attendance
206591950,4/21/2017,In Attendance
206591950,4/22/2017,In Attendance
220076152,9/26/2016,Tardy
206591950,4/25/2017,In Attendance
206591950,4/26/2017,In Attendance
206591950,4/27/2017,In Attendance
206591950,4/28/2017,In Attendance
206591950,5/1/2017,In Attendance
206591950,5/3/2017,In Attendance
206591950,5/4/2017,In Attendance
206591950,5/5/2017,In Attendance
222487142,9/26/2016,Tardy
222602104,9/26/2016,Tardy
206591950,5/10/2017,In Attendance
206591950,5/11/2017,Unexcused Absence
206591950,5/12/2017,Unexcused Absence
211989876,9/27/2016,Tardy
206591950,5/23/2017,In Attendance
206591950,5/24/2017,In Attendance
207052606,9/8/2016,In Attendance
207052606,9/9/2016,In Attendance
207052606,9/12/2016,In Attendance
207052606,9/13/2016,In Attendance
207052606,9/14/2016,In Attendance
207052606,9/15/2016,In Attendance
207052606,9/16/2016,In Attendance
207052606,9/19/2016,In Attendance
207052606,9/20/2016,In Attendance
207052606,9/21/2016,In Attendance
207052606,9/22/2016,In Attendance
207052606,9/23/2016,In Attendance
207052606,9/26/2016,Unexcused Absence
207052606,9/27/2016,In Attendance
207052606,9/28/2016,In Attendance
207052606,9/29/2016,In Attendance
207052606,10/3/2016,In Attendance
207052606,10/4/2016,In Attendance
207052606,10/5/2016,In Attendance
207052606,10/6/2016,In Attendance
207052606,10/7/2016,Unexcused Absence
207052606,10/11/2016,In Attendance
207052606,10/12/2016,In Attendance
207052606,10/13/2016,In Attendance
207052606,10/14/2016,In Attendance
207052606,10/17/2016,In Attendance
207052606,10/18/2016,In Attendance
207052606,10/19/2016,In Attendance
207052606,10/20/2016,In Attendance
207052606,10/21/2016,In Attendance
207052606,10/24/2016,In Attendance
207052606,10/25/2016,In Attendance
207052606,10/26/2016,In Attendance
207052606,10/27/2016,In Attendance
207052606,10/28/2016,In Attendance
207052606,10/31/2016,In Attendance
207052606,11/1/2016,In Attendance
207052606,11/2/2016,In Attendance
207052606,11/3/2016,In Attendance
207052606,11/4/2016,In Attendance
207052606,11/7/2016,In Attendance
207052606,11/8/2016,In Attendance
207052606,11/9/2016,In Attendance
207052606,11/10/2016,Unexcused Absence
207052606,11/14/2016,Unexcused Absence
207052606,11/15/2016,In Attendance
214751406,9/27/2016,Tardy
217531037,9/27/2016,Tardy
220076152,9/27/2016,Tardy
207052606,11/21/2016,In Attendance
207052606,11/22/2016,In Attendance
207052606,11/28/2016,In Attendance
207052606,11/29/2016,In Attendance
207052606,11/30/2016,In Attendance
221398134,9/27/2016,Tardy
222602104,9/27/2016,Tardy
207052606,12/5/2016,In Attendance
223269341,9/27/2016,Tardy
207052606,12/7/2016,In Attendance
207052606,12/8/2016,In Attendance
207052606,12/9/2016,In Attendance
207052606,12/12/2016,In Attendance
207052606,12/13/2016,Unexcused Absence
207052606,12/14/2016,In Attendance
223686353,9/27/2016,Tardy
207052606,12/16/2016,In Attendance
207052606,12/19/2016,In Attendance
226775450,9/27/2016,Tardy
227169133,9/27/2016,Tardy
234896496,9/27/2016,Tardy
207052606,1/4/2017,In Attendance
237076831,9/27/2016,Tardy
207052606,1/6/2017,In Attendance
207052606,1/9/2017,In Attendance
207052606,1/10/2017,Unexcused Absence
207052606,1/11/2017,In Attendance
225795087,9/27/2016,Tardy
209862085,9/28/2016,Tardy
207052606,1/16/2017,In Attendance
207052606,1/17/2017,In Attendance
207052606,1/18/2017,In Attendance
221394521,9/28/2016,Tardy
207052606,1/20/2017,In Attendance
207052606,1/23/2017,In Attendance
207052606,1/24/2017,In Attendance
207052606,1/25/2017,In Attendance
221398134,9/28/2016,Tardy
207052606,1/27/2017,In Attendance
207052606,1/30/2017,In Attendance
207052606,1/31/2017,In Attendance
207052606,2/1/2017,In Attendance
222602104,9/28/2016,Tardy
207052606,2/3/2017,Unexcused Absence
207052606,2/6/2017,Unexcused Absence
207052606,2/7/2017,Unexcused Absence
207052606,2/8/2017,In Attendance
224223289,9/28/2016,Tardy
207052606,2/13/2017,In Attendance
209862085,9/29/2016,Tardy
211989876,9/29/2016,Tardy
214491532,9/29/2016,Tardy
207052606,2/17/2017,Unexcused Absence
207052606,2/28/2017,Excused Absence
214751406,9/29/2016,Tardy
215600172,9/29/2016,Tardy
220190565,9/29/2016,Tardy
221394521,9/29/2016,Tardy
207052606,3/7/2017,Unexcused Absence
207052606,3/8/2017,In Attendance
223686353,9/29/2016,Tardy
207052606,3/10/2017,In Attendance
207052606,3/13/2017,In Attendance
207052606,3/15/2017,In Attendance
207052606,3/21/2017,In Attendance
207052606,3/22/2017,Unexcused Absence
221040041,9/29/2016,Tardy
207052606,3/24/2017,In Attendance
207052606,3/27/2017,In Attendance
207052606,3/28/2017,In Attendance
207052606,3/29/2017,In Attendance
207052606,3/30/2017,In Attendance
207052606,3/31/2017,In Attendance
211989876,9/30/2016,Tardy
207052606,4/4/2017,In Attendance
213442296,9/30/2016,Tardy
214751406,9/30/2016,Tardy
221261506,9/30/2016,Tardy
207052606,4/11/2017,In Attendance
207052606,4/12/2017,In Attendance
207052606,4/13/2017,Excused Absence
222966491,9/30/2016,Tardy
225266394,9/30/2016,Tardy
234048551,9/30/2016,Tardy
206213316,10/3/2016,Tardy
207052606,4/22/2017,In Attendance
207052606,4/24/2017,In Attendance
207052606,4/25/2017,In Attendance
207052606,4/26/2017,In Attendance
207052606,4/27/2017,In Attendance
207052606,4/28/2017,In Attendance
207052606,5/1/2017,In Attendance
207052606,5/2/2017,In Attendance
207052606,5/3/2017,In Attendance
207052606,5/4/2017,In Attendance
209862077,10/3/2016,Tardy
207052606,5/8/2017,Excused Absence
214751406,10/3/2016,Tardy
217531037,10/3/2016,Tardy
207052606,5/11/2017,In Attendance
218595841,10/3/2016,Tardy
207052606,5/22/2017,In Attendance
218621787,10/3/2016,Tardy
218738615,10/3/2016,Tardy
220089866,10/3/2016,Tardy
207052606,3/17/2017,In Attendance
208659789,3/21/2017,In Attendance
208659789,3/22/2017,In Attendance
208659789,3/23/2017,In Attendance
208659789,3/24/2017,In Attendance
208659789,3/27/2017,Excused Absence
208659789,3/28/2017,In Attendance
208659789,3/29/2017,Excused Absence
208659789,3/30/2017,Excused Absence
208659789,3/31/2017,Excused Absence
208659789,1/5/2017,In Attendance
208659789,1/6/2017,In Attendance
208659789,1/9/2017,In Attendance
208659789,1/10/2017,In Attendance
208659789,1/11/2017,In Attendance
208659789,1/12/2017,In Attendance
208659789,1/13/2017,In Attendance
208659789,1/17/2017,In Attendance
208659789,1/19/2017,In Attendance
208659789,1/23/2017,In Attendance
208659789,1/24/2017,In Attendance
208659789,1/25/2017,In Attendance
208659789,1/26/2017,In Attendance
208659789,1/27/2017,In Attendance
208659789,1/30/2017,In Attendance
208659789,2/1/2017,In Attendance
208659789,2/2/2017,In Attendance
208659789,2/3/2017,In Attendance
208659789,2/6/2017,In Attendance
208659789,2/7/2017,In Attendance
208659789,2/8/2017,In Attendance
208659789,2/10/2017,In Attendance
208659789,2/13/2017,In Attendance
208659789,2/14/2017,In Attendance
208659789,2/15/2017,In Attendance
208659789,2/16/2017,In Attendance
208659789,2/17/2017,In Attendance
208659789,2/28/2017,In Attendance
208659789,3/1/2017,In Attendance
208659789,3/2/2017,In Attendance
208659789,3/3/2017,In Attendance
208659789,3/6/2017,In Attendance
208659789,3/7/2017,In Attendance
208659789,3/8/2017,In Attendance
208659789,3/9/2017,In Attendance
208659789,3/10/2017,In Attendance
208659789,3/13/2017,In Attendance
208659789,3/15/2017,In Attendance
208659789,3/16/2017,In Attendance
208659789,3/17/2017,In Attendance
208659789,4/3/2017,In Attendance
208659789,4/4/2017,In Attendance
208659789,4/5/2017,In Attendance
208659789,4/6/2017,In Attendance
208659789,4/7/2017,In Attendance
208659789,4/11/2017,In Attendance
208659789,4/12/2017,In Attendance
208659789,4/13/2017,In Attendance
208659789,4/18/2017,In Attendance
208659789,4/19/2017,In Attendance
208659789,4/20/2017,In Attendance
208659789,4/21/2017,In Attendance
208659789,4/22/2017,In Attendance
208659789,4/24/2017,In Attendance
208659789,4/25/2017,In Attendance
208659789,4/26/2017,In Attendance
208659789,4/27/2017,In Attendance
208659789,4/28/2017,In Attendance
208659789,5/1/2017,In Attendance
208659789,5/3/2017,In Attendance
208659789,5/4/2017,In Attendance
208659789,5/5/2017,In Attendance
208659789,5/8/2017,In Attendance
208659789,5/9/2017,In Attendance
208659789,5/10/2017,In Attendance
208659789,5/11/2017,In Attendance
220190565,10/3/2016,Tardy
208659789,5/22/2017,In Attendance
208659789,5/23/2017,In Attendance
208659789,5/24/2017,In Attendance
208659789,2/21/2017,In Attendance
208659789,2/22/2017,Unexcused Absence
220792832,10/3/2016,Tardy
208659789,2/24/2017,In Attendance
208659789,11/14/2016,In Attendance
208659789,11/15/2016,In Attendance
208659789,11/16/2016,In Attendance
208659789,11/17/2016,In Attendance
208659789,11/18/2016,In Attendance
208659789,11/28/2016,In Attendance
208659789,11/29/2016,In Attendance
221261506,10/3/2016,Tardy
208659789,12/1/2016,In Attendance
208659789,12/2/2016,In Attendance
208659789,12/5/2016,Unexcused Absence
208659789,12/6/2016,Unexcused Absence
208659789,12/8/2016,Unexcused Absence
208659789,12/9/2016,Unexcused Absence
208659789,12/12/2016,In Attendance
208659789,12/13/2016,In Attendance
208659789,12/14/2016,In Attendance
208659789,12/15/2016,In Attendance
208659789,12/16/2016,In Attendance
208659789,12/19/2016,In Attendance
208659789,12/20/2016,In Attendance
208659789,12/21/2016,In Attendance
208659789,12/22/2016,In Attendance
208659789,1/4/2017,In Attendance
208659789,1/18/2017,In Attendance
208659789,1/20/2017,In Attendance
208659789,1/31/2017,In Attendance
209076322,3/21/2017,In Attendance
209076322,3/22/2017,In Attendance
209076322,3/23/2017,In Attendance
209076322,3/24/2017,In Attendance
209076322,3/27/2017,In Attendance
209076322,3/28/2017,In Attendance
209076322,3/29/2017,In Attendance
209076322,3/30/2017,In Attendance
209076322,3/31/2017,In Attendance
209076322,4/3/2017,In Attendance
209076322,4/4/2017,In Attendance
221398134,10/3/2016,Tardy
209076322,4/6/2017,Excused Absence
209076322,4/7/2017,In Attendance
209076322,4/11/2017,In Attendance
209076322,4/12/2017,In Attendance
209076322,4/13/2017,In Attendance
209076322,4/18/2017,In Attendance
209076322,4/19/2017,In Attendance
209076322,4/20/2017,In Attendance
209076322,4/21/2017,In Attendance
209076322,4/24/2017,In Attendance
209076322,4/25/2017,In Attendance
209076322,4/26/2017,In Attendance
209076322,4/27/2017,In Attendance
209076322,4/28/2017,In Attendance
209076322,5/1/2017,In Attendance
209076322,5/2/2017,In Attendance
209076322,5/3/2017,In Attendance
209076322,5/4/2017,In Attendance
209076322,5/5/2017,In Attendance
209076322,5/8/2017,In Attendance
209076322,5/9/2017,In Attendance
209076322,5/10/2017,In Attendance
209076322,5/11/2017,In Attendance
209076322,5/12/2017,In Attendance
209076322,5/22/2017,In Attendance
209076322,5/23/2017,In Attendance
209076322,5/24/2017,In Attendance
209076322,8/31/2016,In Attendance
209076322,9/12/2016,In Attendance
209076322,9/13/2016,In Attendance
209076322,9/14/2016,In Attendance
209076322,9/15/2016,In Attendance
209076322,9/16/2016,In Attendance
209076322,9/19/2016,In Attendance
209076322,9/20/2016,In Attendance
209076322,9/21/2016,In Attendance
209076322,9/22/2016,In Attendance
209076322,9/23/2016,In Attendance
209076322,9/26/2016,In Attendance
209076322,9/27/2016,In Attendance
209076322,9/28/2016,In Attendance
209076322,9/29/2016,In Attendance
209076322,9/30/2016,In Attendance
209076322,10/3/2016,In Attendance
209076322,10/4/2016,In Attendance
209076322,10/5/2016,In Attendance
209076322,10/6/2016,In Attendance
209076322,10/7/2016,In Attendance
209076322,10/11/2016,In Attendance
209076322,10/12/2016,In Attendance
209076322,10/13/2016,In Attendance
209076322,10/14/2016,In Attendance
209076322,10/17/2016,In Attendance
209076322,10/18/2016,In Attendance
209076322,10/19/2016,In Attendance
209076322,10/20/2016,In Attendance
209076322,10/21/2016,In Attendance
209076322,10/24/2016,In Attendance
209076322,10/25/2016,In Attendance
209076322,10/26/2016,In Attendance
209076322,10/27/2016,In Attendance
209076322,10/28/2016,In Attendance
209076322,10/31/2016,In Attendance
209076322,11/1/2016,In Attendance
209076322,11/2/2016,In Attendance
209076322,11/3/2016,In Attendance
209076322,11/4/2016,In Attendance
209076322,11/7/2016,In Attendance
209076322,11/8/2016,In Attendance
209076322,11/9/2016,In Attendance
209076322,11/10/2016,In Attendance
209076322,11/14/2016,In Attendance
209076322,11/15/2016,In Attendance
209076322,11/16/2016,In Attendance
209076322,11/17/2016,In Attendance
209076322,11/18/2016,Excused Absence
209076322,11/28/2016,In Attendance
209076322,11/29/2016,In Attendance
209076322,11/30/2016,In Attendance
209076322,12/1/2016,In Attendance
209076322,12/2/2016,In Attendance
209076322,12/5/2016,Unexcused Absence
209076322,12/6/2016,In Attendance
209076322,12/7/2016,In Attendance
209076322,12/8/2016,Excused Absence
209076322,12/9/2016,In Attendance
209076322,12/12/2016,In Attendance
209076322,12/13/2016,In Attendance
209076322,12/14/2016,In Attendance
209076322,12/15/2016,In Attendance
209076322,12/16/2016,In Attendance
209076322,12/19/2016,In Attendance
209076322,12/20/2016,In Attendance
209076322,12/21/2016,In Attendance
209076322,12/22/2016,In Attendance
209076322,1/4/2017,In Attendance
209076322,1/5/2017,In Attendance
209076322,1/6/2017,In Attendance
209076322,1/9/2017,In Attendance
209076322,1/10/2017,In Attendance
209076322,1/11/2017,In Attendance
209076322,1/12/2017,In Attendance
209076322,1/13/2017,In Attendance
209076322,1/17/2017,In Attendance
209076322,1/18/2017,In Attendance
209076322,1/19/2017,In Attendance
209076322,1/20/2017,In Attendance
209076322,1/23/2017,In Attendance
209076322,1/24/2017,In Attendance
209076322,1/25/2017,In Attendance
209076322,1/26/2017,In Attendance
209076322,1/27/2017,In Attendance
209076322,1/30/2017,In Attendance
209076322,1/31/2017,In Attendance
209076322,2/1/2017,In Attendance
209076322,2/2/2017,In Attendance
209076322,2/3/2017,In Attendance
209076322,2/6/2017,In Attendance
209076322,2/7/2017,In Attendance
209076322,2/8/2017,In Attendance
209076322,2/10/2017,In Attendance
209076322,2/13/2017,In Attendance
209076322,2/14/2017,In Attendance
209076322,2/15/2017,In Attendance
209076322,2/16/2017,In Attendance
209076322,2/28/2017,In Attendance
209076322,3/1/2017,In Attendance
209076322,3/2/2017,In Attendance
209076322,3/3/2017,In Attendance
209076322,3/6/2017,In Attendance
209076322,3/7/2017,In Attendance
209076322,3/8/2017,In Attendance
209076322,3/9/2017,In Attendance
209076322,3/10/2017,In Attendance
209076322,3/13/2017,In Attendance
209076322,3/15/2017,In Attendance
209076322,3/16/2017,In Attendance
209076322,3/17/2017,In Attendance
209076322,2/17/2017,In Attendance
209097179,3/21/2017,In Attendance
209097179,3/22/2017,Unexcused Absence
209097179,3/23/2017,In Attendance
209097179,3/24/2017,Unexcused Absence
221773245,10/3/2016,Tardy
209097179,4/3/2017,In Attendance
209097179,4/4/2017,In Attendance
209097179,4/5/2017,Unexcused Absence
209097179,4/6/2017,In Attendance
209097179,4/7/2017,In Attendance
209097179,4/11/2017,In Attendance
209097179,4/12/2017,Unexcused Absence
209097179,4/13/2017,In Attendance
209097179,4/18/2017,In Attendance
209097179,4/19/2017,In Attendance
209097179,4/20/2017,In Attendance
209097179,4/21/2017,Unexcused Absence
209097179,4/22/2017,In Attendance
209097179,4/24/2017,In Attendance
234048551,10/3/2016,Tardy
